Date,Site,Phylum,Class,Order,ScientificName,Comment1,Comment2,Dyntaxa ID,Density(n/l),Biovol.(µm³/l),Freshweight(mg/l),Analysis method,Analysis laboratory,Mesured length (µm)
190514,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra dolichoptera,,,242126,42,16675092,0.0167,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,89
190521,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,7.8,282481027.5,0.2825,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190521,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,6.7,16295696.8,0.0163,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,298.8
190521,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,1.1,10361186.7,0.0104,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
190521,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,35,104907015,0.1049,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,344
190521,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides ,,male,242098,1.1,9621101.9,0.0096,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
190521,Erken bojen 0-20,Rotifera,Monogononta,Flosculariacea,Conochilus unicornis,,,257347,5.6,1204789.1,0.0012,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
190521,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Ascomorpha ecaudis,,,257157,6.7,2220254.3,0.0022,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
190521,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,11.1,5025500,0.005,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
190521,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,1.1,248808.2,0.0002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103.3
190521,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,10,4038273.2,0.004,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,142
190521,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,4.4,4799182.2,0.0048,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
190521,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra dolichoptera,,,242126,106.7,42349440,0.0423,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,89
190528,Erken bojen 0-4,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,4,570161300.5,0.5702,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190528,Erken bojen 0-4,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,juvenil,233671,6,58734784.3,0.0587,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
190528,Erken bojen 0-4,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,2,4496014.9,0.0045,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190528,Erken bojen 0-4,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,24,871655741.9,0.8717,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190528,Erken bojen 0-4,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,4,9777418.1,0.0098,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,298.8
190528,Erken bojen 0-4,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,10,93250680,0.0933,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
190528,Erken bojen 0-4,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,36,107904358.3,0.1079,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,344
190528,Erken bojen 0-4,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti ,, ,239249,2,59946865.7,0.0599,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190528,Erken bojen 0-4,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides ,,male,242098,4,34635966.9,0.0346,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
190528,Erken bojen 0-4,Rotifera,Monogononta,Flosculariacea,Conochilus hippocrepis,,,257345,16,2258949.6,0.0023,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
190528,Erken bojen 0-4,Rotifera,Monogononta,Flosculariacea,Conochilus unicornis,,,257347,98,21252480.6,0.0213,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
190528,Erken bojen 0-4,Rotifera,Monogononta,Ploima,Ascomorpha ecaudis,,,257157,8,2664305.1,0.0027,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
190528,Erken bojen 0-4,Rotifera,Monogononta,Ploima,Asplanchna priodonta,,,257099,4,366341957.1,0.3663,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,946
190528,Erken bojen 0-4,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,2,174267.6,0.0002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
190528,Erken bojen 0-4,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,2,904590,0.0009,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
190528,Erken bojen 0-4,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,6,2422963.9,0.0024,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,142
190528,Erken bojen 0-4,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,2,108431,0.0001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
190528,Erken bojen 0-4,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,2,2159632,0.0022,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
190528,Erken bojen 0-4,Rotifera,Monogononta,Ploima,Polyarthra dolichoptera,,,242126,32,12704832,0.0127,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,89
190528,Erken bojen 0-4,,,,Oid.rotatoria,,,,2,104108.2,0.0001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
190604,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,3.3,475134417.1,0.475,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190604,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,juvenil,233671,6.7,65260871.4,0.065,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
190604,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Bosmina ,spp,juvenil,1009432,1.7,8742251.2,0.009,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
190604,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Ceriodaphnia,spp,juvenil,1009439,1.7,15611162.9,0.016,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,387
190604,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,,1009426,13.3,598358529.9,0.598,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,946
190604,Erken bojen 0-6,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,8.3,18733395.5,0.019,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190604,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,8.3,302658243.7,0.303,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190604,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,5,12221772.6,0.012,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,298.8
190604,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,90,269760895.7,0.27,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,344
190604,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,5,179840597.1,0.18,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
190604,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides,, ,242098,3.3,94683518.5,0.095,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,815
190604,Erken bojen 0-6,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides ,,male,242098,1.7,14431652.9,0.014,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
190604,Erken bojen 0-6,Rotifera,Monogononta,Flosculariacea,Conochilus unicornis,,,257347,275,53719681.6,0.054,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,120.5
190604,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Ascomorpha ecaudis,,,257157,5,1665190.7,0.002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
190604,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,11.7,1016561.2,0.001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
190604,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,6.7,3015300,0.003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
190604,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,6.7,3184396.7,0.003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99.3
190604,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,5,2019136.6,0.002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,142
190604,Erken bojen 0-6,Rotifera,Monogononta,Ploima,Polyarthra dolichoptera,,,242126,5,1985130,0.002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,89
190612,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,12,1710483902,1.7105,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190612,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,juvenil,233671,8,78313045.7,0.0783,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
190612,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Cladocera,spp,embryo,3000194,4,6778199.8,0.0068,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190612,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,4,8992029.9,0.009,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190612,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,12,435827871,0.4358,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190612,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,8,19554836.1,0.0196,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,298.8
190612,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,16,149201088,0.1492,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
190612,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,84,251776836,0.2518,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,344
190612,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,4,143872477.7,0.1439,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
190612,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides,, ,242098,4,113620222.2,0.1136,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,815
190612,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus hippocrepis,,,257345,172,24283708.5,0.0243,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
190612,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,180,28777946.9,0.0288,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
190612,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus unicornis,,,257347,264,51570894.3,0.0516,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,120.5
190612,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Asplanchna priodonta,,,257099,4,366341957.1,0.3663,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,946
190612,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,20,1742676.4,0.0017,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
190612,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,4,1809180,0.0018,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
190612,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,28,13374466,0.0134,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99.3
190612,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,4,216862,0.0002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
190612,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,8,8638528,0.0086,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
190618,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Chydorus sphaericus,,,242094,10,77292602.3,0.0773,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,243.7
190618,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Cladocera,spp,embryo,3000194,2.5,4236374.9,0.0042,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190618,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,2.5,5620018.7,0.0056,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190618,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,22.5,1118383713,1.1184,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,903
190618,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Leptodora kindti,,,246642,0.5,277254253.5,0.2773,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,
190618,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,2.5,90797473.1,0.0908,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190618,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,22.5,22284351.5,0.0223,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,210.5
190618,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,20,131644628.3,0.1316,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
190618,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,80,155905179.7,0.1559,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190618,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,2.5,89920298.6,0.0899,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
190618,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,5,104074419.6,0.1041,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190618,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides,, ,242098,5,142025277.8,0.142,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,815
190618,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus hippocrepis,,,257345,7.5,1058882.6,0.0011,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
190618,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Pompholyx sulcata,,,257361,2.5,535963.6,0.0005,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
190618,Erken bojen 0-8,Rotifera,Monogononta,Collothecacea,Collotheca mutabilis,,,257374,2.5,104410.8,0.0001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,69
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Ascomorpha ecaudis,,,257157,2.5,832595.4,0.0008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,50,4356690.9,0.0044,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,77.5,37018611.3,0.037,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99.3
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,2.5,1009568.3,0.001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,142
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Brachionus angularis,,,257101,2.5,1666457.8,0.0017,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,120
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,37.5,2728787.4,0.0027,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,120.5
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,32.5,35094020,0.0351,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Lepadella,spp,,1012998,2.5,1430376.3,0.0014,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra major,,,257294,17.5,22261960,0.0223,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
190618,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,60,14611170.4,0.0146,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
190625,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,17.5,2494455690,2.4945,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190625,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina longirostris,,juvenil,242091,2.5,21449722.6,0.0214,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
190625,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Cladocera,spp,,3000194,2.5,37466791.1,0.0375,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,430
190625,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia galeata,,,242088,2.5,434614776.4,0.4346,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1247
190625,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,7.5,16860056,0.0169,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190625,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,5,248529714.1,0.2485,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,903
190625,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,juvenil,242093,7.5,101472559.1,0.1015,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
190625,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,10,363189892.5,0.3632,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190625,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,12.5,30554431.5,0.0306,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,298.8
190625,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,20,186501360,0.1865,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
190625,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,97.5,292240970.3,0.2922,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,344
190625,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti ,, ,239249,2.5,74933582.1,0.0749,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190625,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides,, ,242098,5,142025277.8,0.142,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,815
190625,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides ,,male,242098,10,86589917.1,0.0866,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
190625,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus hippocrepis,,,257345,82.5,11647709,0.0116,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
190625,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,25,3996937.1,0.004,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
190625,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus unicornis,,,257347,37.5,7325411.1,0.0073,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,120.5
190625,Erken bojen 0-8,Rotifera,Monogononta,Collothecacea,Collotheca mutabilis,,,257374,2.5,104410.8,0.0001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,69
190625,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,2.5,217834.5,0.0002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,100.3
190625,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,5,2261475,0.0023,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
190625,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra vulgaris,,,257296,70,33436165,0.0334,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99.3
190625,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,5,5399080,0.0054,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,6.7,950268834.2,0.9503,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,juvenil,233671,1.7,24271516.8,0.0243,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Bosmina longirostris,,juvenil,242091,1.7,14299815,0.0143,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Cladocera,spp,embryo,3000194,1.7,2824249.9,0.0028,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Daphnia cucullata,,,233772,1.7,201488076.4,0.2015,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Daphnia cucullata,,juvenil,233772,1.7,67995287.5,0.068,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Daphnia galeata,,,242088,10,1738459106,1.7385,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1247
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,8.3,18733395.5,0.0187,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,3.3,165686476,0.1657,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,903
190703,Erken bojen 0-12,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,juvenil,242093,1.7,22549457.6,0.0225,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
190703,Erken bojen 0-12,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,8.3,302658243.7,0.3027,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
190703,Erken bojen 0-12,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,28.3,69256711.3,0.0693,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,298.8
190703,Erken bojen 0-12,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,20,186501360,0.1865,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
